Time         Position     density      velocity     Temperature  Pressure     species1     species2    
0.04         0.29         1.00         0.79         273.00       169.10       1.00         0.00        
0.04         0.31         1.00         0.79         273.00       167.13       1.00         0.00        
0.04         0.33         1.00         0.79         273.00       165.15       1.00         0.00        
0.04         0.35         1.00         0.79         273.00       163.18       1.00         0.00        
0.04         0.37         1.00         0.79         273.00       161.20       1.00         0.00        
0.04         0.39         1.00         0.79         273.00       159.23       1.00         0.00        
0.04         0.41         1.00         0.79         273.00       157.25       1.00         0.00        
0.04         0.43         1.00         0.79         273.00       155.28       1.00         0.00        
0.04         0.45         1.00         0.79         273.00       153.31       1.00         0.00        
0.04         0.47         1.00         0.79         273.00       151.33       1.00         0.00        
0.04         0.49         1.00         0.79         273.00       149.36       1.00         0.00        
0.04         0.51         1.00         0.79         273.00       147.38       1.00         0.00        
0.04         0.53         1.00         0.79         273.00       145.41       1.00         0.00        
0.04         0.55         1.00         0.79         273.00       143.43       1.00         0.00        
0.04         0.57         1.00         0.79         273.00       141.46       1.00         0.00        
0.04         0.59         1.00         0.79         273.00       139.49       1.00         0.00        
0.04         0.61         1.00         0.79         273.00       137.51       1.00         0.00        
0.04         0.63         1.00         0.79         273.00       135.54       1.00         0.00        
0.04         0.65         1.00         0.79         273.00       133.56       1.00         0.00        
0.04         0.67         1.00         0.79         273.00       131.59       1.00         0.00        
0.04         0.69         1.00         0.79         273.00       129.61       1.00         0.00        
0.04         0.71         1.00         0.79         273.00       127.64       1.00         0.00        
0.04         0.73         1.00         0.79         273.00       125.67       1.00         0.00        
0.04         0.75         1.00         0.79         273.00       123.69       1.00         0.00        
0.04         0.77         1.00         0.79         273.00       121.72       1.00         0.00        
0.04         0.79         1.00         0.79         273.00       119.74       1.00         0.00        
0.04         0.81         1.00         0.79         273.00       117.77       1.00         0.00        
0.04         0.83         1.00         0.79         273.00       115.79       1.00         0.00        
0.04         0.85         1.00         0.79         273.00       113.82       1.00         0.00        
0.04         0.87         1.00         0.79         273.00       111.85       1.00         0.00        
0.04         0.89         1.00         0.79         273.00       109.87       1.00         0.00        
0.04         0.91         1.00         0.79         273.00       107.90       1.00         0.00        
0.04         0.93         1.00         0.79         273.00       105.92       1.00         0.00        
0.04         0.95         1.00         0.79         273.00       103.95       1.00         0.00        
0.04         0.97         1.00         0.79         273.00       101.97       1.00         0.00        
0.04         0.99         1.00         0.79         273.00       100.00       1.00         0.00        
0.04         1.00         1.00         0.79         273.00       100.00       1.00         0.00        

0.05         0.00         0.79         0.10         373.00       100.00       0.70         0.30        
0.05         0.01         0.81         1.00         362.73       197.51       0.73         0.27        
0.05         0.03         0.86         0.93         341.89       195.21       0.79         0.21        
0.05         0.05         0.91         0.87         318.75       193.03       0.86         0.14        
0.05         0.07         0.95         0.83         300.05       190.93       0.92         0.08        
0.05         0.09         0.97         0.81         287.64       188.90       0.96         0.04        
0.05         0.11         0.99         0.80         280.40       186.89       0.98         0.02        
0.05         0.13         0.99         0.79         276.54       184.91       0.99         0.01        
0.05         0.15         1.00         0.79         274.62       182.92       0.99         0.01        
0.05         0.17         1.00         0.79         273.72       180.95       1.00         0.00        
0.05         0.19         1.00         0.79         273.31       178.97       1.00         0.00        
0.05         0.21         1.00         0.79         273.13       177.00       1.00         0.00        
0.05         0.23         1.00         0.79         273.05       175.02       1.00         0.00        
0.05         0.25         1.00         0.79         273.02       173.05       1.00         0.00        
0.05         0.27         1.00         0.79         273.01       171.07       1.00         0.00        
0.05         0.29         1.00         0.79         273.00       169.10       1.00         0.00        
0.05         0.31         1.00         0.79         273.00       167.13       1.00         0.00        
0.05         0.33         1.00         0.79         273.00       165.15       1.00         0.00        
0.05         0.35         1.00         0.79         273.00       163.18       1.00         0.00        
0.05         0.37         1.00         0.79         273.00       161.20       1.00         0.00        
0.05         0.39         1.00         0.79         273.00       159.23       1.00         0.00        
0.05         0.41         1.00         0.79         273.00       157.25       1.00         0.00        
0.05         0.43         1.00         0.79         273.00       155.28       1.00         0.00        
0.05         0.45         1.00         0.79         273.00       153.31       1.00         0.00        
0.05         0.47         1.00         0.79         273.00       151.33       1.00         0.00        
0.05         0.49         1.00         0.79         273.00       149.36       1.00         0.00        
0.05         0.51         1.00         0.79         273.00       147.38       1.00         0.00        
0.05         0.53         1.00         0.79         273.00       145.41       1.00         0.00        
0.05         0.55         1.00         0.79         273.00       143.43       1.00         0.00        
0.05         0.57         1.00         0.79         273.00       141.46       1.00         0.00        
0.05         0.59         1.00         0.79         273.00       139.49       1.00         0.00        
0.05         0.61         1.00         0.79         273.00       137.51       1.00         0.00        
0.05         0.63         1.00         0.79         273.00       135.54       1.00         0.00        
0.05         0.65         1.00         0.79         273.00       133.56       1.00         0.00        
0.05         0.67         1.00         0.79         273.00       131.59       1.00         0.00        
0.05         0.69         1.00         0.79         273.00       129.61       1.00         0.00        
0.05         0.71         1.00         0.79         273.00       127.64       1.00         0.00        
0.05         0.73         1.00         0.79         273.00       125.67       1.00         0.00        
0.05         0.75         1.00         0.79         273.00       123.69       1.00         0.00        
0.05         0.77         1.00         0.79         273.00       121.72       1.00         0.00        
0.05         0.79         1.00         0.79         273.00       119.74       1.00         0.00        
0.05         0.81         1.00         0.79         273.00       117.77       1.00         0.00        
0.05         0.83         1.00         0.79         273.00       115.79       1.00         0.00        
0.05         0.85         1.00         0.79         273.00       113.82       1.00         0.00        
0.05         0.87         1.00         0.79         273.00       111.85       1.00         0.00        
0.05         0.89         1.00         0.79         273.00       109.87       1.00         0.00        
0.05         0.91         1.00         0.79         273.00       107.90       1.00         0.00        
0.05         0.93         1.00         0.79         273.00       105.92       1.00         0.00        
0.05         0.95         1.00         0.79         273.00       103.95       1.00         0.00        
0.05         0.97         1.00         0.79         273.00       101.97       1.00         0.00        
0.05         0.99         1.00         0.79         273.00       100.00       1.00         0.00        
0.05         1.00         1.00         0.79         273.00       100.00       1.00         0.00        

0.06         0.00         0.79         0.10         373.00       100.00       0.70         0.30        
0.06         0.01         0.81         1.00         366.08       197.70       0.72         0.28        
0.06         0.03         0.84         0.94         349.50       195.35       0.77         0.23        
0.06         0.05         0.89         0.89         328.05       193.12       0.83         0.17        
0.06         0.07         0.93         0.85         308.29       190.99       0.89         0.11        
0.06         0.09         0.96         0.82         293.60       188.93       0.94         0.06        
0.06         0.11         0.98         0.81         284.17       186.91       0.97         0.03        
0.06         0.13         0.99         0.80         278.71       184.91       0.98         0.02        
0.06         0.15         0.99         0.79         275.78       182.93       0.99         0.01        
0.06         0.17         1.00         0.79         274.30       180.95       1.00         0.00        
0.06         0.19         1.00         0.79         273.59       178.97       1.00         0.00        
0.06         0.21         1.00         0.79         273.26       177.00       1.00         0.00        
0.06         0.23         1.00         0.79         273.11       175.02       1.00         0.00        
0.06         0.25         1.00         0.79         273.05       173.05       1.00         0.00        
0.06         0.27         1.00         0.79         273.02       171.07       1.00         0.00        
0.06         0.29         1.00         0.79         273.01       169.10       1.00         0.00        
0.06         0.31         1.00         0.79         273.00       167.13       1.00         0.00        
0.06         0.33         1.00         0.79         273.00       165.15       1.00         0.00        
0.06         0.35         1.00         0.79         273.00       163.18       1.00         0.00        
0.06         0.37         1.00         0.79         273.00       161.20       1.00         0.00        
0.06         0.39         1.00         0.79         273.00       159.23       1.00         0.00        
0.06         0.41         1.00         0.79         273.00       157.25       1.00         0.00        
0.06         0.43         1.00         0.79         273.00       155.28       1.00         0.00        
0.06         0.45         1.00         0.79         273.00       153.31       1.00         0.00        
0.06         0.47         1.00         0.79         273.00       151.33       1.00         0.00        
0.06         0.49         1.00         0.79         273.00       149.36       1.00         0.00        
0.06         0.51         1.00         0.79         273.00       147.38       1.00         0.00        
0.06         0.53         1.00         0.79         273.00       145.41       1.00         0.00        
